dimstate,dimstatename,dimcity,dimcounty,dimcounty2,dimzipcode
MO,Missouri,Kansas City,Platte,Platte County,64163
MO,Missouri,Kansas City,Clay,Clay County,64158
MO,Missouri,Kansas City,Clay,Clay County,64160
MO,Missouri,Kansas City,Platte,Platte County,64164
MO,Missouri,Kansas City,Clay,Clay County,64167
MO,Missouri,Kansas City,Platte,Platte County,64168
MO,Missouri,Kansas City,Clay,Clay County,64165
MO,Missouri,Kansas City,Clay,Clay County,64166
MO,Missouri,Kansas City,Clay,Clay County,64157
MO,Missouri,Riverside,Platte,Platte County,64150
MO,Missouri,Kansas City,Platte,Platte County,64151
MO,Missouri,Kansas City,Jackson,Jackson County,64148
MO,Missouri,Kansas City,Jackson,Jackson County,64149
MO,Missouri,Kansas City,Platte,Platte County,64152
MO,Missouri,Kansas City,Clay,Clay County,64155
MO,Missouri,Kansas City,Clay,Clay County,64156
MO,Missouri,Kansas City,Platte,Platte County,64153
MO,Missouri,Kansas City,Platte,Platte County,64154
MO,Missouri,Turney,Clinton,Clinton County,64493
MO,Missouri,Union Star,Dekalb,Dekalb County,64494
MO,Missouri,Tarkio,Atchison,Atchison County,64491
MO,Missouri,Trimble,Clinton,Clinton County,64492
MO,Missouri,Watson,Atchison,Atchison County,64496
MO,Missouri,Worth,Worth,Worth County,64499
MO,Missouri,Saint Joseph,Buchanan,Buchanan County,64501
MO,Missouri,Weatherby,Dekalb,Dekalb County,64497
MO,Missouri,Westboro,Atchison,Atchison County,64498
MO,Missouri,Stewartsville,Dekalb,Dekalb County,64490
MO,Missouri,Rock Port,Atchison,Atchison County,64482
MO,Missouri,Rosendale,Andrew,Andrew County,64483
MO,Missouri,Rea,Andrew,Andrew County,64480
MO,Missouri,Ridgeway,Harrison,Harrison County,64481
MO,Missouri,Rushville,Buchanan,Buchanan County,64484
MO,Missouri,Skidmore,Nodaway,Nodaway County,64487
MO,Missouri,Stanberry,Gentry,Gentry County,64489
MO,Missouri,Savannah,Andrew,Andrew County,64485
MO,Missouri,Sheridan,Worth,Worth County,64486
MO,Missouri,Breckenridge,Caldwell,Caldwell County,64625
MO,Missouri,Brookfield,Linn,Linn County,64628
MO,Missouri,Bosworth,Carroll,Carroll County,64623
MO,Missouri,Braymer,Caldwell,Caldwell County,64624
MO,Missouri,Browning,Linn,Linn County,64630
MO,Missouri,Chula,Livingston,Livingston County,64635
MO,Missouri,Carrollton,Carroll,Carroll County,64633
MO,Missouri,Bucklin,Linn,Linn County,64631
MO,Missouri,Cainsville,Harrison,Harrison County,64632
MO,Missouri,Bogard,Carroll,Carroll County,64622
MO,Missouri,Saint Joseph,Buchanan,Buchanan County,64504
MO,Missouri,Saint Joseph,Buchanan,Buchanan County,64505
MO,Missouri,Saint Joseph,Buchanan,Buchanan County,64502
MO,Missouri,Saint Joseph,Buchanan,Buchanan County,64503
MO,Missouri,Saint Joseph,Buchanan,Buchanan County,64506
MO,Missouri,Chillicothe,Livingston,Livingston County,64601
MO,Missouri,Altamont,Daviess,Daviess County,64620
MO,Missouri,Saint Joseph,Buchanan,Buchanan County,64507
MO,Missouri,Saint Joseph,Buchanan,Buchanan County,64508
MO,Missouri,Faucett,Buchanan,Buchanan County,64448
MO,Missouri,Fillmore,Andrew,Andrew County,64449
MO,Missouri,Fairfax,Atchison,Atchison County,64446
MO,Missouri,Fairport,Dekalb,Dekalb County,64447
MO,Missouri,Forest City,Holt,Holt County,64451
MO,Missouri,Graham,Nodaway,Nodaway County,64455
MO,Missouri,Grant City,Worth,Worth County,64456
MO,Missouri,Gentry,Gentry,Gentry County,64453
MO,Missouri,Gower,Clinton,Clinton County,64454
MO,Missouri,Elmo,Nodaway,Nodaway County,64445
MO,Missouri,Darlington,Gentry,Gentry County,64438
MO,Missouri,Dearborn,Platte,Platte County,64439
MO,Missouri,Cosby,Andrew,Andrew County,64436
MO,Missouri,Craig,Holt,Holt County,64437
MO,Missouri,De Kalb,Buchanan,Buchanan County,64440
MO,Missouri,Easton,Buchanan,Buchanan County,64443
MO,Missouri,Edgerton,Platte,Platte County,64444
MO,Missouri,Denver,Worth,Worth County,64441
MO,Missouri,Eagleville,Harrison,Harrison County,64442
MO,Missouri,Oregon,Holt,Holt County,64473
MO,Missouri,Osborn,Dekalb,Dekalb County,64474
MO,Missouri,Mound City,Holt,Holt County,64470
MO,Missouri,New Hampton,Harrison,Harrison County,64471
MO,Missouri,Parnell,Nodaway,Nodaway County,64475
MO,Missouri,Quitman,Nodaway,Nodaway County,64478
MO,Missouri,Ravenwood,Nodaway,Nodaway County,64479
MO,Missouri,Pickering,Nodaway,Nodaway County,64476
MO,Missouri,Plattsburg,Clinton,Clinton County,64477
MO,Missouri,Maysville,Dekalb,Dekalb County,64469
MO,Missouri,Helena,Andrew,Andrew County,64459
MO,Missouri,Hopkins,Nodaway,Nodaway County,64461
MO,Missouri,Guilford,Nodaway,Nodaway County,64457
MO,Missouri,Hatfield,Harrison,Harrison County,64458
MO,Missouri,King City,Gentry,Gentry County,64463
MO,Missouri,Martinsville,Harrison,Harrison County,64467
MO,Missouri,Maryville,Nodaway,Nodaway County,64468
MO,Missouri,Lathrop,Clinton,Clinton County,64465
MO,Missouri,Maitland,Holt,Holt County,64466
MO,Missouri,Kansas City,Jackson,Jackson County,64125
MO,Missouri,Rothville,Chariton,Chariton County,64676
MO,Missouri,Purdin,Linn,Linn County,64674
MO,Missouri,Stet,Carroll,Carroll County,64680
MO,Missouri,Spickard,Grundy,Grundy County,64679
MO,Missouri,Princeton,Mercer,Mercer County,64673
MO,Missouri,Pattonsburg,Daviess,Daviess County,64670
MO,Missouri,Norborne,Carroll,Carroll County,64668
MO,Missouri,Powersville,Putnam,Putnam County,64672
MO,Missouri,Polo,Caldwell,Caldwell County,64671
MO,Missouri,Sumner,Chariton,Chariton County,64681
MO,Missouri,Harrisonville,Cass,Cass County,64701
MO,Missouri,Winston,Daviess,Daviess County,64689
MO,Missouri,Amoret,Bates,Bates County,64722
MO,Missouri,Adrian,Bates,Bates County,64720
MO,Missouri,Wheeling,Livingston,Livingston County,64688
MO,Missouri,Trenton,Grundy,Grundy County,64683
MO,Missouri,Tina,Carroll,Carroll County,64682
MO,Missouri,Wakenda,Carroll,Carroll County,64687
MO,Missouri,Utica,Livingston,Livingston County,64686
MO,Missouri,Laclede,Linn,Linn County,64651
MO,Missouri,Kingston,Caldwell,Caldwell County,64650
MO,Missouri,Linneus,Linn,Linn County,64653
MO,Missouri,Laredo,Grundy,Grundy County,64652
MO,Missouri,Kidder,Caldwell,Caldwell County,64649
MO,Missouri,Humphreys,Sullivan,Sullivan County,64646
MO,Missouri,Harris,Sullivan,Sullivan County,64645
MO,Missouri,Jamesport,Daviess,Daviess County,64648
MO,Missouri,Jameson,Daviess,Daviess County,64647
MO,Missouri,Lock Springs,Daviess,Daviess County,64654
MO,Missouri,Mercer,Mercer,Mercer County,64661
MO,Missouri,Mendon,Chariton,Chariton County,64660
MO,Missouri,Newtown,Sullivan,Sullivan County,64667
MO,Missouri,Mooresville,Livingston,Livingston County,64664
MO,Missouri,Meadville,Linn,Linn County,64659
MO,Missouri,Ludlow,Livingston,Livingston County,64656
MO,Missouri,Lucerne,Putnam,Putnam County,64655
MO,Missouri,Marceline,Linn,Linn County,64658
MO,Missouri,Mc Fall,Gentry,Gentry County,64657
MO,Missouri,Lamar,Barton,Barton County,64759
MO,Missouri,Jerico Springs,Cedar,Cedar County,64756
MO,Missouri,Liberal,Barton,Barton County,64762
MO,Missouri,Leeton,Johnson,Johnson County,64761
MO,Missouri,Jasper,Jasper,Jasper County,64755
MO,Missouri,Harwood,Vernon,Vernon County,64750
MO,Missouri,Golden City,Barton,Barton County,64748
MO,Missouri,Hume,Bates,Bates County,64752
MO,Missouri,Horton,Vernon,Vernon County,64751
MO,Missouri,Lowry City,Saint Clair,Saint Clair County,64763
MO,Missouri,Nevada,Vernon,Vernon County,64772
MO,Missouri,Moundville,Vernon,Vernon County,64771
MO,Missouri,Passaic,Bates,Bates County,64777
MO,Missouri,Osceola,Saint Clair,Saint Clair County,64776
MO,Missouri,Montrose,Henry,Henry County,64770
MO,Missouri,Milford,Barton,Barton County,64766
MO,Missouri,Metz,Vernon,Vernon County,64765
MO,Missouri,Mindenmines,Barton,Barton County,64769
MO,Missouri,Milo,Vernon,Vernon County,64767
MO,Missouri,Chilhowee,Johnson,Johnson County,64733
MO,Missouri,Butler,Bates,Bates County,64730
MO,Missouri,Clinton,Henry,Henry County,64735
MO,Missouri,Cleveland,Cass,Cass County,64734
MO,Missouri,Bronaugh,Vernon,Vernon County,64728
MO,Missouri,Appleton City,Saint Clair,Saint Clair County,64724
MO,Missouri,Amsterdam,Bates,Bates County,64723
MO,Missouri,Blairstown,Henry,Henry County,64726
MO,Missouri,Archie,Cass,Cass County,64725
MO,Missouri,Collins,Saint Clair,Saint Clair County,64738
MO,Missouri,Foster,Bates,Bates County,64745
MO,Missouri,El Dorado Springs,Cedar,Cedar County,64744
MO,Missouri,Garden City,Cass,Cass County,64747
MO,Missouri,Freeman,Cass,Cass County,64746
MO,Missouri,East Lynne,Cass,Cass County,64743
MO,Missouri,Deepwater,Henry,Henry County,64740
MO,Missouri,Creighton,Cass,Cass County,64739
MO,Missouri,Drexel,Bates,Bates County,64742
MO,Missouri,Deerfield,Vernon,Vernon County,64741
MO,Missouri,Smithville,Clay,Clay County,64089
MO,Missouri,Strasburg,Cass,Cass County,64090
MO,Missouri,Liberty,Clay,Clay County,64087
MO,Missouri,Sibley,Jackson,Jackson County,64088
MO,Missouri,Waldron,Platte,Platte County,64092
MO,Missouri,Wellington,Lafayette,Lafayette County,64097
MO,Missouri,Weston,Platte,Platte County,64098
MO,Missouri,Warrensburg,Johnson,Johnson County,64093
MO,Missouri,Waverly,Lafayette,Lafayette County,64096
MO,Missouri,Lees Summit,Jackson,Jackson County,64086
MO,Missouri,Platte City,Platte,Platte County,64079
MO,Missouri,Pleasant Hill,Cass,Cass County,64080
MO,Missouri,Orrick,Ray,Ray County,64077
MO,Missouri,Peculiar,Cass,Cass County,64078
MO,Missouri,Lees Summit,Jackson,Jackson County,64081
MO,Missouri,Rayville,Ray,Ray County,64084
MO,Missouri,Richmond,Ray,Ray County,64085
MO,Missouri,Lees Summit,Jackson,Jackson County,64082
MO,Missouri,Raymore,Cass,Cass County,64083
MO,Missouri,Kansas City,Clay,Clay County,64117
MO,Missouri,Kansas City,Clay,Clay County,64118
MO,Missouri,Kansas City,Jackson,Jackson County,64114
MO,Missouri,Kansas City,Clay,Clay County,64116
MO,Missouri,Kansas City,Clay,Clay County,64119
MO,Missouri,Kansas City,Jackson,Jackson County,64123
MO,Missouri,Kansas City,Jackson,Jackson County,64124
MO,Missouri,Kansas City,Jackson,Jackson County,64120
MO,Missouri,Kansas City,Jackson,Jackson County,64121
MO,Missouri,Kansas City,Jackson,Jackson County,64113
MO,Missouri,Kansas City,Jackson,Jackson County,64105
MO,Missouri,Kansas City,Jackson,Jackson County,64106
MO,Missouri,Kansas City,Jackson,Jackson County,64101
MO,Missouri,Kansas City,Jackson,Jackson County,64102
MO,Missouri,Kansas City,Jackson,Jackson County,64108
MO,Missouri,Kansas City,Jackson,Jackson County,64111
MO,Missouri,Kansas City,Jackson,Jackson County,64112
MO,Missouri,Kansas City,Jackson,Jackson County,64109
MO,Missouri,Kansas City,Jackson,Jackson County,64110
MO,Missouri,Independence,Jackson,Jackson County,64050
MO,Missouri,Independence,Jackson,Jackson County,64051
MO,Missouri,Holden,Johnson,Johnson County,64040
MO,Missouri,Holt,Clay,Clay County,64048
MO,Missouri,Independence,Jackson,Jackson County,64052
MO,Missouri,Independence,Jackson,Jackson County,64055
MO,Missouri,Independence,Jackson,Jackson County,64056
MO,Missouri,Independence,Jackson,Jackson County,64053
MO,Missouri,Independence,Jackson,Jackson County,64054
MO,Missouri,Higginsville,Lafayette,Lafayette County,64037
MO,Missouri,Gilman City,Daviess,Daviess County,64642
MO,Missouri,Galt,Grundy,Grundy County,64641
MO,Missouri,Hamilton,Caldwell,Caldwell County,64644
MO,Missouri,Hale,Carroll,Carroll County,64643
MO,Missouri,Gallatin,Daviess,Daviess County,64640
MO,Missouri,Cowgill,Caldwell,Caldwell County,64637
MO,Missouri,Coffey,Daviess,Daviess County,64636
MO,Missouri,De Witt,Carroll,Carroll County,64639
MO,Missouri,Dawn,Livingston,Livingston County,64638
MO,Missouri,Lone Jack,Jackson,Jackson County,64070
MO,Missouri,Mayview,Lafayette,Lafayette County,64071
MO,Missouri,Liberty,Clay,Clay County,64068
MO,Missouri,Liberty,Clay,Clay County,64069
MO,Missouri,Missouri City,Clay,Clay County,64072
MO,Missouri,Oak Grove,Jackson,Jackson County,64075
MO,Missouri,Odessa,Lafayette,Lafayette County,64076
MO,Missouri,Mosby,Clay,Clay County,64073
MO,Missouri,Napoleon,Lafayette,Lafayette County,64074
MO,Missouri,Lexington,Lafayette,Lafayette County,64067
MO,Missouri,Kearney,Clay,Clay County,64060
MO,Missouri,Kingsville,Johnson,Johnson County,64061
MO,Missouri,Independence,Jackson,Jackson County,64057
MO,Missouri,Independence,Jackson,Jackson County,64058
MO,Missouri,Lawson,Ray,Ray County,64062
MO,Missouri,Lees Summit,Jackson,Jackson County,64065
MO,Missouri,Levasy,Jackson,Jackson County,64066
MO,Missouri,Lees Summit,Jackson,Jackson County,64063
MO,Missouri,Lees Summit,Jackson,Jackson County,64064
MO,Missouri,Cape Fair,Stone,Stone County,65624
MO,Missouri,Glenwood,Schuyler,Schuyler County,63541
MO,Missouri,Gibbs,Adair,Adair County,63540
MO,Missouri,Green Castle,Sullivan,Sullivan County,63544
MO,Missouri,Gorin,Scotland,Scotland County,63543
